# Force and moment coefficients
# dragDir               : (9.9902800828979665e-01 4.4079912120170803e-02 0.0000000000000000e+00)
# sideDir               : (0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00)
# liftDir               : (-4.4079912120170803e-02 9.9902800828979665e-01 0.0000000000000000e+00)
# rollAxis              : (9.9902800828979665e-01 4.4079912120170803e-02 0.0000000000000000e+00)
# pitchAxis             : (0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00)
# yawAxis               : (-4.4079912120170803e-02 9.9902800828979665e-01 0.0000000000000000e+00)
# magUInf               : 2.4800000000000000e+02
# lRef                  : 1.0000000000000000e+00
# Aref                  : 1.0000000000000000e-02
# CofR                  : (2.5000000000000000e-01 0.0000000000000000e+00 0.0000000000000000e+00)
#
# Time                  	Cd                      	Cd(f)                   	Cd(r)                   	Cl                      	Cl(f)                   	Cl(r)                   	CmPitch                 	CmRoll                  	CmYaw                   	Cs                      	Cs(f)                   	Cs(r)                   
2874                    	1.4292520383705286e-02	3.6364459496097752e-03	1.0656074434095511e-02	7.0196282485756412e-01	2.6029082315701879e-01	4.4167200170054532e-01	-9.0690589271763294e-02	-3.5098142422428677e-03	7.1462654729074113e-05	9.9130488294176084e-10	7.1463150381515580e-05	-7.1462159076632632e-05
2875                    	1.4288856403893033e-02	3.6347021805040740e-03	1.0654154223388957e-02	7.0194518069542500e-01	2.6029446177100468e-01	4.4165071892442032e-01	-9.0678128576707831e-02	-3.5097260214424419e-03	7.1444334609011860e-05	9.9101053832349267e-10	7.1444830114281027e-05	-7.1443839103742693e-05
2876                    	1.4292472392471139e-02	3.6364332073172021e-03	1.0656039185153936e-02	7.0196057419252322e-01	2.6028994112255310e-01	4.4167063306997012e-01	-9.0690345973708550e-02	-3.5098029889183676e-03	7.1462414775905124e-05	9.9131649976819087e-10	7.1462910434155015e-05	-7.1461919117655234e-05
2877                    	1.4289621409121989e-02	3.6350843644244912e-03	1.0654537044697496e-02	7.0194524443409423e-01	2.6029300925772664e-01	4.4165223517636765e-01	-9.0679612959320505e-02	-3.5097263401365026e-03	7.1448159638169651e-05	9.9102216148554324e-10	7.1448655149250386e-05	-7.1447664127088903e-05
2878                    	1.4292861709542873e-02	3.6366346890060520e-03	1.0656227020536820e-02	7.0195920956178570e-01	2.6028886800679696e-01	4.4167034155498874e-01	-9.0690736774095879e-02	-3.5097961657653840e-03	7.1464361364178725e-05	9.9132798412580797e-10	7.1464857028170794e-05	-7.1463865700186656e-05
2879                    	1.4289190205682823e-02	3.6348866806597438e-03	1.0654303525023081e-02	7.0194166084298681e-01	2.6029248658557613e-01	4.4164917425741068e-01	-9.0678343835917288e-02	-3.5097084221816679e-03	7.1446003623919354e-05	9.9103367869987980e-10	7.1446499140758693e-05	-7.1445508107079988e-05
2880                    	1.4292716005603903e-02	3.6365722084385787e-03	1.0656143797165327e-02	7.0195713528124504e-01	2.6028788311231843e-01	4.4166925216892666e-01	-9.0690684528304116e-02	-3.5097857943633733e-03	7.1463632847511066e-05	9.9133960737593218e-10	7.1464128517314756e-05	-7.1463137177707375e-05
2881                    	1.4289731637546961e-02	3.6351570434989084e-03	1.0654574594048054e-02	7.0194173146142458e-01	2.6029100805138933e-01	4.4165072341003531e-01	-9.0679857679323003e-02	-3.5097087752745722e-03	7.1448710786165302e-05	9.9104515941322636e-10	7.1449206308745017e-05	-7.1448215263585600e-05
2882                    	1.4292967648292815e-02	3.6367053510408020e-03	1.0656262297252013e-02	7.0195567102954803e-01	2.6028689068140254e-01	4.4166878034814550e-01	-9.0690944833371451e-02	-3.5097784731056053e-03	7.1464891063772036e-05	9.9135093224554628e-10	7.1465386739238162e-05	-7.1464395388305923e-05
2883                    	1.4289344646621131e-02	3.6349824201566895e-03	1.0654362226464442e-02	7.0193795703714490e-01	2.6029059178990877e-01	4.4164736524723613e-01	-9.0678386728663699e-02	-3.5096899031538758e-03	7.1446775834454264e-05	9.9105661907978631e-10	7.1447271362763798e-05	-7.1446280306144717e-05
2884                    	1.4292875043953407e-02	3.6366700998203398e-03	1.0656204944133066e-02	7.0195346083955923e-01	2.6028605480271139e-01	4.4166740603684784e-01	-9.0690675617068228e-02	-3.5097674221563633e-03	7.1464428045093259e-05	9.9136252321516215e-10	7.1464923726354866e-05	-7.1463932363831638e-05
2885                    	1.4289836148849233e-02	3.6352258806690648e-03	1.0654610268180169e-02	7.0193841515734012e-01	2.6028904577435952e-01	4.4164936938298061e-01	-9.0680161804310530e-02	-3.5096921937555520e-03	7.1449233348350056e-05	9.9106784984624357e-10	7.1449728882274984e-05	-7.1448737814425140e-05
2886                    	1.4293010726177412e-02	3.6367440695509864e-03	1.0656266656626424e-02	7.0195223511568705e-01	2.6028496081871971e-01	4.4166727429696734e-01	-9.0691156739123813e-02	-3.5097612935377190e-03	7.1465106458708149e-05	9.9137340074807599e-10	7.1465602145408534e-05	-7.1464610772007777e-05
2887                    	1.4289370468491562e-02	3.6350125229041722e-03	1.0654357945587389e-02	7.0193451867440804e-01	2.6028868393344790e-01	4.4164583474096020e-01	-9.0678575403756123e-02	-3.5096727113416090e-03	7.1446904949321757e-05	9.9107907247653724e-10	7.1447400488858001e-05	-7.1446409409785513e-05
2888                    	1.4292900781735663e-02	3.6367002483482431e-03	1.0656200533387420e-02	7.0195000491192072e-01	2.6028419190700641e-01	4.4166581300491431e-01	-9.0690810548953921e-02	-3.5097501425195880e-03	7.1464556739460976e-05	9.9138488491717677e-10	7.1465052431903431e-05	-7.1464061047018520e-05
2889                    	1.4289892786462092e-02	3.6352717725157322e-03	1.0654621013946361e-02	7.0193490054900987e-01	2.6028721868787286e-01	4.4164768186113701e-01	-9.0680231586632049e-02	-3.5096746207153142e-03	7.1449516542042985e-05	9.9109042911117023e-10	7.1450012087257548e-05	-7.1449020996828435e-05
2890                    	1.4293065954974796e-02	3.6367890564563813e-03	1.0656276898518415e-02	7.0194876061406752e-01	2.6028311340497862e-01	4.4166564720908885e-01	-9.0691266902055132e-02	-3.5097439210310167e-03	7.1465382608483925e-05	9.9139617413701108e-10	7.1465878306570995e-05	-7.1464886910396855e-05
2891                    	1.4289429970024227e-02	3.6350591446342069e-03	1.0654370825390020e-02	7.0193114448138949e-01	2.6028680731636805e-01	4.4164433716502144e-01	-9.0678764924326721e-02	-3.5096558403779070e-03	7.1447202462741920e-05	9.9110178984722856e-10	7.1447698013636836e-05	-7.1446706911846991e-05
2892                    	1.4293079889359650e-02	3.6368065670647873e-03	1.0656273322294864e-02	7.0194665193073258e-01	2.6028235073375677e-01	4.4166430119697581e-01	-9.0690975231609530e-02	-3.5097333776150379e-03	7.1465452283428003e-05	9.9140770161571647e-10	7.1465947987278813e-05	-7.1464956579577192e-05
2893                    	1.4290142187094314e-02	3.6354144366458822e-03	1.0654727750448432e-02	7.0193130778592505e-01	2.6028542647597480e-01	4.4164588130995019e-01	-9.0680227416987683e-02	-3.5096566569012750e-03	7.1450763551053034e-05	9.9111322863701999e-10	7.1451259107667360e-05	-7.1450267994438722e-05
2894                    	1.4293366969024491e-02	3.6369565722706079e-03	1.0656410396753885e-02	7.0194535885591425e-01	2.6028125876303060e-01	4.4166410009288359e-01	-9.0691420664926511e-02	-3.5097269122416380e-03	7.1466887684590313e-05	9.9141896535407333e-10	7.1467383394072985e-05	-7.1466391975107628e-05
2895                    	1.4289711488110812e-02	3.6352172904870858e-03	1.0654494197623725e-02	7.0192766711919596e-01	2.6028494805793689e-01	4.4164271906125907e-01	-9.0678885501661088e-02	-3.5096384535683199e-03	7.1448610059038901e-05	9.9112457231105916e-10	7.1449105621325068e-05	-7.1448114496752748e-05
2896                    	1.4293476356072693e-02	3.6370214432799178e-03	1.0656454912792775e-02	7.0194332335873555e-01	2.6028049066289433e-01	4.4166283269584122e-01	-9.0691171016473449e-02	-3.5097167347564288e-03	7.1467434622803268e-05	9.9143039352710934e-10	7.1467930338000037e-05	-7.1466938907606498e-05
2897                    	1.4290442869598222e-02	3.6355806815894639e-03	1.0654862188008759e-02	7.0192812704732110e-01	2.6028353314495306e-01	4.4164459390236810e-01	-9.0680530378707519e-02	-3.5096407532096471e-03	7.1452266969119561e-05	9.9113554624142300e-10	7.1452762536892685e-05	-7.1451771401346450e-05
2898                    	1.4293606908060703e-02	3.6370935035475822e-03	1.0656513404513120e-02	7.0194196650386054e-01	2.6027939547914203e-01	4.4166257102471851e-01	-9.0691587772788226e-02	-3.5097099504827699e-03	7.1468087384994993e-05	9.9144082705463257e-10	7.1468583105408523e-05	-7.1467591664581463e-05
2899                    	1.4289902776234854e-02	3.6353309470931409e-03	1.0654571829141715e-02	7.0192406461010859e-01	2.6028309581646186e-01	4.4164096879364678e-01	-9.0678936488592460e-02	-3.5096204410242863e-03	7.1449566504926682e-05	9.9114647170953647e-10	7.1450062078162532e-05	-7.1449070931690819e-05
2900                    	1.4293417444132778e-02	3.6370108731668968e-03	1.0656406570965882e-02	7.0193954618706700e-01	2.6027855024774221e-01	4.4166099593932479e-01	-9.0691222845791300e-02	-3.5096978488994919e-03	7.1467140068148485e-05	9.9145197330246381e-10	7.1467635794135139e-05	-7.1466644342161830e-05
2901                    	1.4290493112662790e-02	3.6356231365468309e-03	1.0654869976115958e-02	7.0192466036202716e-01	2.6028157708449196e-01	4.4164308327753526e-01	-9.0680753096521696e-02	-3.5096234197845642e-03	7.1452518189793029e-05	9.9115751427872799e-10	7.1453013768550165e-05	-7.1452022611035880e-05
2902                    	1.4293717273666007e-02	3.6371655317341527e-03	1.0656551741931855e-02	7.0193859742680398e-01	2.6027750607761763e-01	4.4166109134918635e-01	-9.0691792635784349e-02	-3.5096931050988514e-03	7.1468639218771651e-05	9.9146331380036476e-10	7.1469134950428548e-05	-7.1468143487114755e-05
2903                    	1.4290091259782143e-02	3.6354415107606713e-03	1.0654649749021472e-02	7.0192080023106085e-01	2.6028124510732448e-01	4.4163955512373637e-01	-9.0679155008205933e-02	-3.5096041191304004e-03	7.1450508928408099e-05	9.9116892490729174e-10	7.1451004512870564e-05	-7.1450013343945647e-05
2904                    	1.4293508289978486e-02	3.6370734867469880e-03	1.0656434803231498e-02	7.0193610805534856e-01	2.6027670449359008e-01	4.4165940356175853e-01	-9.0691349534084253e-02	-3.5096806582422548e-03	7.1467594303370010e-05	9.9147473497269434e-10	7.1468090040737494e-05	-7.1467098566002526e-05
2905                    	1.4290574292092628e-02	3.6356812664514559e-03	1.0654893025641172e-02	7.0192115232381280e-01	2.6027974125817854e-01	4.4164141106563426e-01	-9.0680834903727872e-02	-3.5096058795948586e-03	7.1452924092720022e-05	9.9117996001764739e-10	7.1453419682700046e-05	-7.1452428502740025e-05
2906                    	1.4293851567825103e-02	3.6372497158680878e-03	1.0656601851957014e-02	7.0193519001565086e-01	2.6027565552133825e-01	4.4165953449431256e-01	-9.0691939486487141e-02	-3.5096760680444631e-03	7.1469310695012825e-05	9.9148528674854922e-10	7.1469806437656199e-05	-7.1468814952369450e-05
2907                    	1.4290223552838493e-02	3.6355249673132081e-03	1.0654698585525285e-02	7.0191733822591351e-01	2.6027944342009596e-01	4.4163789480581761e-01	-9.0679225692860840e-02	-3.5095868091060385e-03	7.1451170399123296e-05	9.9119085616212708e-10	7.1451665994551382e-05	-7.1450674803695210e-05
2908                    	1.4293727610147324e-02	3.6371996099751691e-03	1.0656528000172156e-02	7.0193281542632224e-01	2.6027495137553391e-01	4.4165786405078838e-01	-9.0691456337627208e-02	-3.5096641950984929e-03	7.1468690909565048e-05	9.9149653056368821e-10	7.1469186657830336e-05	-7.1468195161299774e-05
2909                    	1.4290774823921191e-02	3.6357973388387432e-03	1.0654977485082448e-02	7.0191799102893970e-01	2.6027791624217450e-01	4.4164007478676515e-01	-9.0681079272295323e-02	-3.5095900731218527e-03	7.1453926757379641e-05	9.9120195697739549e-10	7.1454422358358124e-05	-7.1453431156401158e-05
2910                    	1.4294057436114362e-02	3.6373691115694465e-03	1.0656688324544916e-02	7.0193189770403608e-01	2.6027376463779534e-01	4.4165813306624080e-01	-9.0692184214222746e-02	-3.5096596064877342e-03	7.1470340042370894e-05	9.9150779816772768e-10	7.1470835796269981e-05	-7.1469844288471807e-05
2911                    	1.4290430440477730e-02	3.6356456223887753e-03	1.0654784818088955e-02	7.0191389597445575e-01	2.6027751159015688e-01	4.4163638438429886e-01	-9.0679436397070989e-02	-3.5095695978500903e-03	7.1452204843197193e-05	9.9121330924998603e-10	7.1452700449851813e-05	-7.1451709236542574e-05
2912                    	1.4294159085535430e-02	3.6374330560956249e-03	1.0656726029439803e-02	7.0192927374077507e-01	2.6027315867726120e-01	4.4165611506351388e-01	-9.0691478193126313e-02	-3.5096464866720897e-03	7.1470848292515786e-05	9.9151914922596289e-10	7.1471344052090387e-05	-7.1470352532941172e-05
2913                    	1.4291166017604849e-02	3.6360107101348371e-03	1.0655155307470012e-02	7.0191443613782023e-01	2.6027612657631566e-01	4.4163830956150457e-01	-9.0681091492594498e-02	-3.5095722986675875e-03	7.1455882731697416e-05	9.9122441755272604e-10	7.1456378343906201e-05	-7.1455387119488646e-05
2914                    	1.4294347418037420e-02	3.6375312948881476e-03	1.0656816123149272e-02	7.0192845923233449e-01	2.6027196205819342e-01	4.4165649717414113e-01	-9.0692267557973869e-02	-3.5096424141305618e-03	7.1471789957640324e-05	9.9152992074457344e-10	7.1472285722600686e-05	-7.1471294192679949e-05
2915                    	1.4290645630649457e-02	3.6357703616870297e-03	1.0654875268962428e-02	7.0191046713170901e-01	2.6027570331277100e-01	4.4163476381893801e-01	-9.0679530253083507e-02	-3.5095524536376994e-03	7.1453280799751664e-05	9.9123547970502751e-10	7.1453776417491519e-05	-7.1452785182011822e-05
2916                    	1.4294319887337465e-02	3.6375302947395331e-03	1.0656789592597932e-02	7.0192590619192774e-01	2.6027125747067748e-01	4.4165464872125026e-01	-9.0691695625286450e-02	-3.5096296489291997e-03	7.1471652307142987e-05	9.9154120762838559e-10	7.1472148077746797e-05	-7.1471156536539164e-05
2917                    	1.4291400910444467e-02	3.6361453423718491e-03	1.0655255568072617e-02	7.0191099897411369e-01	2.6027428747871539e-01	4.4163671149539824e-01	-9.0681212008341436e-02	-3.5095551128503846e-03	7.1457057201585337e-05	9.9124657290134374e-10	7.1457552824871781e-05	-7.1456561578298880e-05
2918                    	1.4294593941450311e-02	3.6376722336847055e-03	1.0656921707765605e-02	7.0192492381404259e-01	2.6027019143289049e-01	4.4165473238115205e-01	-9.0692270474130796e-02	-3.5096247370404498e-03	7.1473022580483691e-05	9.9155219019156075e-10	7.1473518356578782e-05	-7.1472526804388601e-05
2919                    	1.4290971824914379e-02	3.6359490987393356e-03	1.0655022726175044e-02	7.0190733914747361e-01	2.6027385151567567e-01	4.4163348763179788e-01	-9.0679818058061135e-02	-3.5095368137178545e-03	7.1454911776768233e-05	9.9125762589167218e-10	7.1455407405581181e-05	-7.1454416147955299e-05
2920                    	1.4294379978356545e-02	3.6375766144548234e-03	1.0656803363901721e-02	7.0192265135051268e-01	2.6026932376641376e-01	4.4165332758409892e-01	-9.0692001908842607e-02	-3.5096133747234489e-03	7.1471952767975349e-05	9.9156340915695047e-10	7.1472448549679925e-05	-7.1471456986270772e-05
2921                    	1.4291470706114986e-02	3.6361958625576092e-03	1.0655274843557378e-02	7.0190787450374548e-01	2.6027235409972743e-01	4.4163552040401804e-01	-9.0681583152145293e-02	-3.5095394904998841e-03	7.1457406185629867e-05	9.9126870054643740e-10	7.1457901819980133e-05	-7.1456910551279587e-05
2922                    	1.4294640030615830e-02	3.6377116582071954e-03	1.0656928372408633e-02	7.0192164782583388e-01	2.6026832809504891e-01	4.4165331973078498e-01	-9.0692495817868007e-02	-3.5096083571007192e-03	7.1473253032007197e-05	9.9157430716064949e-10	7.1473748819160784e-05	-7.1472757244853624e-05
2923                    	1.4290996323644563e-02	3.6359777521301579e-03	1.0655018571514406e-02	7.0190405834206082e-01	2.6027201756508034e-01	4.4163204077698043e-01	-9.0680011605950073e-02	-3.5095204096921239e-03	7.1455034276148800e-05	9.9127977313544251e-10	7.1455529916035368e-05	-7.1454538636262231e-05
2924                    	1.4294461337326496e-02	3.6376330944479910e-03	1.0656828242878506e-02	7.0191949124861119e-01	2.6026753367786370e-01	4.4165195757074749e-01	-9.0692211946441892e-02	-3.5095975742152571e-03	7.1472359568555929e-05	9.9158554075510327e-10	7.1472855361326307e-05	-7.1471863775785552e-05
2925                    	1.4291533426697828e-02	3.6362427925487857e-03	1.0655290634149042e-02	7.0190476056353102e-01	2.6027051637599241e-01	4.4163424418753860e-01	-9.0681863905773083e-02	-3.5095239208001281e-03	7.1457719794327417e-05	9.9129088597400983e-10	7.1458215439770400e-05	-7.1457224148884421e-05
2926                    	1.4294690526267414e-02	3.6377538621470322e-03	1.0656936664120379e-02	7.0191825660276408e-01	2.6026654843735236e-01	4.4165170816541172e-01	-9.0692579864029663e-02	-3.5095914009866743e-03	7.1473505516208725e-05	9.9159669339697550e-10	7.1474001314555426e-05	-7.1473009717862025e-05
2927                    	1.4291099291559174e-02	3.6360453368866744e-03	1.0655053954672502e-02	7.0190083818195947e-01	2.6027018253440659e-01	4.4163065564755294e-01	-9.0680236556573229e-02	-3.5095043088929131e-03	7.1455549121624744e-05	9.9130208999226822e-10	7.1456044772669745e-05	-7.1455053470579756e-05
2928                    	1.4294776706991072e-02	3.6378073391394147e-03	1.0656969367851658e-02	7.0191617927652250e-01	2.6026567691838359e-01	4.4165050235813896e-01	-9.0692412719877699e-02	-3.5095810143561217e-03	7.1473936422765323e-05	9.9160782129566103e-10	7.1474432226675973e-05	-7.1473440618854674e-05
2929                    	1.4291963411760462e-02	3.6364762159338520e-03	1.0655487195826610e-02	7.0190107439252059e-01	2.6026866861187647e-01	4.4163240578064406e-01	-9.0681868584383749e-02	-3.5095054899463790e-03	7.1459869725362524e-05	9.9131292720206942e-10	7.1460365381826124e-05	-7.1459374068898925e-05
2930                    	1.4295153384220854e-02	3.6380022623636525e-03	1.0657151121857202e-02	7.0191486235451683e-01	2.6026463818411949e-01	4.4165022417039734e-01	-9.0692792993138899e-02	-3.5095744297467747e-03	7.1475819811275603e-05	9.9161815084444363e-10	7.1476315620351026e-05	-7.1475324002200194e-05
2931                    	1.4291545794125575e-02	3.6362857184902733e-03	1.0655260075635302e-02	7.0189741211761425e-01	2.6026833527206200e-01	4.4162907684555225e-01	-9.0680370786745138e-02	-3.5094871785725144e-03	7.1457781639777687e-05	9.9132356060087122e-10	7.1458277301557983e-05	-7.1457285977997390e-05
2932                    	1.4295186671362859e-02	3.6380279536564817e-03	1.0657158717706375e-02	7.0191305281002092e-01	2.6026385183696438e-01	4.4164920097305654e-01	-9.0692674568046097e-02	-3.5095653820249473e-03	7.1475986249719509e-05	9.9162896792969367e-10	7.1476482064203474e-05	-7.1475490435235543e-05
2933                    	1.4292205479095783e-02	3.6366122470575658e-03	1.0655593232038216e-02	7.0189807490104594e-01	2.6026685413976675e-01	4.4163122076127920e-01	-9.0682183310756226e-02	-3.5094904924903251e-03	7.1461080067271388e-05	9.9133424751872786e-10	7.1461575734395148e-05	-7.1460584400147629e-05
2934                    	1.4295319229964441e-02	3.6381013433564565e-03	1.0657217886607985e-02	7.0191163073005414e-01	2.6026283562783459e-01	4.4164879510221960e-01	-9.0692979737192536e-02	-3.5095582716257643e-03	7.1476649045503410e-05	9.9163982866018534e-10	7.1477144865417751e-05	-7.1476153225589096e-05
2935                    	1.4291698753089105e-02	3.6363786821691788e-03	1.0655320070919926e-02	7.0189411527792267e-01	2.6026649840209798e-01	4.4162761687582469e-01	-9.0680559236863370e-02	-3.5094706943753738e-03	7.1458546440112905e-05	9.9134523176706018e-10	7.1459042112728785e-05	-7.1458050767497024e-05
2936                    	1.4295268662987571e-02	3.6380856067643442e-03	1.0657183056223228e-02	7.0190972135066043e-01	2.6026209275377205e-01	4.4164762859688839e-01	-9.0692767921558129e-02	-3.5095487247294417e-03	7.1476396213474117e-05	9.9165077915052660e-10	7.1476892038863693e-05	-7.1475900388084541e-05
2937                    	1.4292290851315087e-02	3.6366715870752094e-03	1.0655619264239878e-02	7.0189474411918662e-01	2.6026510202915082e-01	4.4162964209003586e-01	-9.0682270030442505e-02	-3.5094738385823337e-03	7.1461506934021750e-05	9.9135607511334232e-10	7.1462002612059306e-05	-7.1461011255984194e-05
2938                    	1.4295424266398484e-02	3.6381698829776581e-03	1.0657254383420824e-02	7.0190842644895934e-01	2.6026104394603744e-01	4.4164738250292190e-01	-9.0693169278442232e-02	-3.5095422502215835e-03	7.1477174233252954e-05	9.9166154292774178e-10	7.1477670064024415e-05	-7.1476678402481494e-05
2939                    	1.4291801401198106e-02	3.6364453905483665e-03	1.0655356010649738e-02	7.0189103841272837e-01	2.6026466889479299e-01	4.4162636951793538e-01	-9.0680850311571207e-02	-3.5094553100506859e-03	7.1459059686191151e-05	9.9136686809810929e-10	7.1459555369625188e-05	-7.1458564002757101e-05
2940                    	1.4295577120751454e-02	3.6382562131768215e-03	1.0657320907574633e-02	7.0190644584429673e-01	2.6026024570122203e-01	4.4164620014307471e-01	-9.0692977220926355e-02	-3.5095323471989056e-03	7.1477938507973329e-05	9.9167259733054728e-10	7.1478434344271984e-05	-7.1477442671674660e-05
2941                    	1.4292722826079900e-02	3.6369045372188660e-03	1.0655818288861033e-02	7.0189135156667859e-01	2.6026322837782251e-01	4.4162812318885603e-01	-9.0682447405516731e-02	-3.5094568758210834e-03	7.1463666813309989e-05	9.9137758332827298e-10	7.1464162502101651e-05	-7.1463171124518327e-05
2942                    	1.4295850360060442e-02	3.6383996163942122e-03	1.0657450743666230e-02	7.0190508913158289e-01	2.6025914509857989e-01	4.4164594403300300e-01	-9.0693399467211569e-02	-3.5095255636360088e-03	7.1479304706824061e-05	9.9168275759695649e-10	7.1479800548202867e-05	-7.1478808865445254e-05
2943                    	1.4292169121072618e-02	3.6366467553732777e-03	1.0655522365699341e-02	7.0188753743493992e-01	2.6026279544167114e-01	4.4162474199326879e-01	-9.0680973275798826e-02	-3.5094378051630315e-03	7.1460898290862969e-05	9.9138811215259887e-10	7.1461393984919043e-05	-7.1460402596806895e-05
2944                    	1.4295855278192496e-02	3.6384120408042252e-03	1.0657443237388271e-02	7.0190309606265899e-01	2.6025835587122903e-01	4.4164474019142996e-01	-9.0693192160100453e-02	-3.5095155982920226e-03	7.1479329300255031e-05	9.9169351996952055e-10	7.1479825147015017e-05	-7.1478833453495044e-05
2945                    	1.4292917077873033e-02	3.6370177962196698e-03	1.0655899281653362e-02	7.0188812494557185e-01	2.6026139694027955e-01	4.4162672800529229e-01	-9.0682665532506368e-02	-3.5094407427168463e-03	7.1464638077394502e-05	9.9139854660286834e-10	7.1465133776667797e-05	-7.1464142378121194e-05
2946                    	1.4296046577019134e-02	3.6385145113216463e-03	1.0657532065697488e-02	7.0190173184170634e-01	2.6025737726589054e-01	4.4164435457581586e-01	-9.0693488654962670e-02	-3.5095087771879205e-03	7.1480285796794583e-05	9.9170377977124267e-10	7.1480781648684485e-05	-7.1479789944904707e-05
2947                    	1.4292383239757169e-02	3.6367706744871347e-03	1.0655612565270034e-02	7.0188416548036336e-01	2.6026102139189033e-01	4.4162314408847297e-01	-9.0681061348291347e-02	-3.5094209453914501e-03	7.1461968889450806e-05	9.9140910862458078e-10	7.1462464594005128e-05	-7.1461473184896497e-05
2948                    	1.4295856205875271e-02	3.6384296417924650e-03	1.0657426564082806e-02	7.0189966863302922e-01	2.6025653605896187e-01	4.4164313257406740e-01	-9.0693298257552790e-02	-3.5094984611451709e-03	7.1479333943757573e-05	9.9171440329914663e-10	7.1479829800959226e-05	-7.1478838086555920e-05
2949                    	1.4292925647127183e-02	3.6370397211112691e-03	1.0655885926015915e-02	7.0188459689241101e-01	2.6025964053763323e-01	4.4162495635477772e-01	-9.0682657908572259e-02	-3.5094231024523229e-03	7.1464680928910376e-05	9.9141962872672614e-10	7.1465176638724746e-05	-7.1464185219096020e-05
2950                    	1.4296125901806074e-02	3.6385702189150036e-03	1.0657555682891069e-02	7.0189852280147258e-01	2.6025556191342580e-01	4.4164296088804672e-01	-9.0693699487310472e-02	-3.5094927319880330e-03	7.1480682425941873e-05	9.9172481448563594e-10	7.1481178288349120e-05	-7.1480186563534627e-05
2951                    	1.4292468919494247e-02	3.6368294560048201e-03	1.0655639463489427e-02	7.0188097715027742e-01	2.6025923507338738e-01	4.4162174207689003e-01	-9.0681253501751352e-02	-3.5094050037423039e-03	7.1462397293328743e-05	9.9143010776703445e-10	7.1462893008382628e-05	-7.1461901578274859e-05
2952                    	1.4296007575776988e-02	3.6385214906822201e-03	1.0657486085094769e-02	7.0189643584499539e-01	2.6025472067189198e-01	4.4164171517310336e-01	-9.0693497250605687e-02	-3.5094822972062743e-03	7.1480090798648263e-05	9.9173564985984230e-10	7.1480586666473187e-05	-7.1479594930823326e-05
2953                    	1.4293043511616744e-02	3.6371144588054813e-03	1.0655929052811262e-02	7.0188143580226892e-01	2.6025777813749207e-01	4.4162365766477685e-01	-9.0682939763642417e-02	-3.5094072970028901e-03	7.1465270256765203e-05	9.9144089678903594e-10	7.1465765977213604e-05	-7.1464774536316816e-05
2954                    	1.4296239552469106e-02	3.6386437946013578e-03	1.0657595757867748e-02	7.0189517273025315e-01	2.6025373933249246e-01	4.4164143339776063e-01	-9.0693847032634084e-02	-3.5094759816331950e-03	7.1481250684903800e-05	9.9174639427826360e-10	7.1481746558100932e-05	-7.1480754811706655e-05
2955                    	1.4292678102676780e-02	3.6369524217990182e-03	1.0655725680877762e-02	7.0187730230944145e-01	2.6025748652648278e-01	4.4161981578295867e-01	-9.0681164628237956e-02	-3.5093866295393722e-03	7.1463443214914561e-05	9.9145171234039721e-10	7.1463938940770745e-05	-7.1462947489058391e-05
2956                    	1.4296250478551750e-02	3.6386613327825568e-03	1.0657589145769194e-02	7.0189275770215420e-01	2.6025293887285356e-01	4.4163981882930070e-01	-9.0693439978223545e-02	-3.5094639064933183e-03	7.1481305318216539e-05	9.9175726979093686e-10	7.1481801196851433e-05	-7.1480809439581646e-05
2957                    	1.4293285176763733e-02	3.6372529501368673e-03	1.0656032226626866e-02	7.0187790405043904e-01	2.6025592657367946e-01	4.4162197747675952e-01	-9.0683025451540014e-02	-3.5093896382449993e-03	7.1466478587987881e-05	9.9146222227666075e-10	7.1466974319099016e-05	-7.1465982856876745e-05
2958                    	1.4296474583233928e-02	3.6387783599210913e-03	1.0657696223312836e-02	7.0189176274253484e-01	2.6025185913275006e-01	4.4163990360978483e-01	-9.0694022238517413e-02	-3.5094589316958728e-03	7.1482425844048152e-05	9.9176747477073986e-10	7.1482921727785532e-05	-7.1481929960310760e-05
2959                    	1.4292892485584486e-02	3.6370751229691024e-03	1.0655817362615384e-02	7.0187420036594128e-01	2.6025556035578595e-01	4.4161864001015533e-01	-9.0681539827184646e-02	-3.5093711198231404e-03	7.1464515134681079e-05	9.9147264658736061e-10	7.1465010871004368e-05	-7.1464019398357790e-05
2960                    	1.4296576824682440e-02	3.6388396851227025e-03	1.0657737139559739e-02	7.0188972184694198e-01	2.6025112966094277e-01	4.4163859218599916e-01	-9.0693731262528221e-02	-3.5094487272185177e-03	7.1482937054087540e-05	9.9177817093552512e-10	7.1483432943173018e-05	-7.1482441165002063e-05
2961                    	1.4293618630849821e-02	3.6374356025658289e-03	1.0656183028283991e-02	7.0187471897300735e-01	2.6025415503140253e-01	4.4162056394160476e-01	-9.0683204455101085e-02	-3.5093737128590813e-03	7.1468145863780663e-05	9.9148329947379607e-10	7.1468641605430407e-05	-7.1467650122130933e-05
