# Force and moment coefficients
# dragDir               : (9.9902800828979665e-01 4.4079912120170803e-02 0.0000000000000000e+00)
# sideDir               : (0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00)
# liftDir               : (-4.4079912120170803e-02 9.9902800828979665e-01 0.0000000000000000e+00)
# rollAxis              : (9.9902800828979665e-01 4.4079912120170803e-02 0.0000000000000000e+00)
# pitchAxis             : (0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00)
# yawAxis               : (-4.4079912120170803e-02 9.9902800828979665e-01 0.0000000000000000e+00)
# magUInf               : 2.4800000000000000e+02
# lRef                  : 1.0000000000000000e+00
# Aref                  : 1.0000000000000000e-02
# CofR                  : (2.5000000000000000e-01 0.0000000000000000e+00 0.0000000000000000e+00)
#
# Time                  	Cd                      	Cd(f)                   	Cd(r)                   	Cl                      	Cl(f)                   	Cl(r)                   	CmPitch                 	CmRoll                  	CmYaw                   	Cs                      	Cs(f)                   	Cs(r)                   
608                     	1.1508164618149106e-02	2.0149414902100719e-03	9.4932231279390347e-03	7.4782816781040529e-01	2.8603243693677510e-01	4.6179573087363018e-01	-8.7881646968427554e-02	-3.7391408188644812e-03	5.7540901715476221e-05	-5.5433647414515752e-10	5.7540624547239142e-05	-5.7541178883713293e-05
609                     	1.1512052682406855e-02	2.0168035553884511e-03	9.4952491270184035e-03	7.4784456120520870e-01	2.8602936561286629e-01	4.6181519559234235e-01	-8.7892914989738002e-02	-3.7392227858149764e-03	5.7560342044612615e-05	-5.5527962437118418e-10	5.7560064404800433e-05	-5.7560619684424811e-05
610                     	1.1509343018344588e-02	2.0155258300597148e-03	9.4938171882848737e-03	7.4782913987078226e-01	2.8603203152408885e-01	4.6179710834669341e-01	-8.7882538411302252e-02	-3.7391456791125792e-03	5.7546793884330386e-05	-5.5601453373602559e-10	5.7546515877063521e-05	-5.7547071891597252e-05
611                     	1.1512461858223078e-02	2.0170357546581033e-03	9.4954261035649738e-03	7.4783903894362858e-01	2.8602705296642261e-01	4.6181198597720596e-01	-8.7892466505391662e-02	-3.7391951744534355e-03	5.7562388090765676e-05	-5.5695254152660811e-10	5.7562109614494919e-05	-5.7562666567036446e-05
612                     	1.1509023064537230e-02	2.0154069953821595e-03	9.4936160691550704e-03	7.4782091143624985e-01	2.8602985574397377e-01	4.6179105569227602e-01	-8.7880599974151111e-02	-3.7391045368864550e-03	5.7545194281377775e-05	-5.5768257915623845e-10	5.7544915440088192e-05	-5.7545473122667351e-05
613                     	1.1512832305706671e-02	2.0172300346040172e-03	9.4956022711026530e-03	7.4783722771345462e-01	2.8602668247832508e-01	4.6181054523512954e-01	-8.7891931378402260e-02	-3.7391861182493181e-03	5.7564240493329793e-05	-5.5861599644490278e-10	5.7563961185331581e-05	-5.7564519801328018e-05
614                     	1.1510030019974905e-02	2.0159078215620293e-03	9.4941221984128771e-03	7.4782144175465559e-01	2.8602920538752347e-01	4.6179223636713213e-01	-8.7881515489804343e-02	-3.7391071884254235e-03	5.7550229222920426e-05	-5.5934123696020554e-10	5.7549949552301948e-05	-5.7550508893538904e-05
615                     	1.1513053328825556e-02	2.0173713554815344e-03	9.4956819733440223e-03	7.4783106586042347e-01	2.8602409433345394e-01	4.6180697152696948e-01	-8.7891438596757757e-02	-3.7391553089312435e-03	5.7565345772484628e-05	-5.6026955589609360e-10	5.7565065637706677e-05	-5.7565625907262578e-05
616                     	1.1509527738930041e-02	2.0157001928838023e-03	9.4938275460462393e-03	7.4781273939636239e-01	2.8602675393475557e-01	4.6178598546160676e-01	-8.7879615763425581e-02	-3.7390636765812181e-03	5.7547717980281799e-05	-5.6098997979783950e-10	5.7547437485291900e-05	-5.7547998475271698e-05
617                     	1.1513261730147027e-02	2.0174862894830701e-03	9.4957754406639582e-03	7.4782891920276962e-01	2.8602346174740900e-01	4.6180545745536061e-01	-8.7890997853975833e-02	-3.7391445755904436e-03	5.7566387940747747e-05	-5.6191375295117739e-10	5.7566106983871270e-05	-5.7566668897624217e-05
618                     	1.1510378165185209e-02	2.0161243281908640e-03	9.4942538369943465e-03	7.4781295497093903e-01	2.8602589435106612e-01	4.6178706061987290e-01	-8.7880583134403417e-02	-3.7390647544017406e-03	5.7551970272432554e-05	-5.6262943050875671e-10	5.7551688957717298e-05	-5.7552251587147810e-05
619                     	1.1513289205382452e-02	2.0175333261136692e-03	9.4957558792687826e-03	7.4782225941063551e-01	2.8602062329650602e-01	4.6180163611412944e-01	-8.7890506408811714e-02	-3.7391112765775567e-03	5.7566525477020089e-05	-5.6354814535644070e-10	5.7566243702947414e-05	-5.7566807251092778e-05
620                     	1.1509663268096638e-02	2.0158132654125526e-03	9.4938500026840872e-03	7.4780367782814949e-01	2.8602311871917840e-01	4.6178055910897103e-01	-8.7878720194896315e-02	-3.7390183686357671e-03	5.7548395946116672e-05	-5.6425904664900426e-10	5.7548113816593356e-05	-5.7548678075640001e-05
621                     	1.1513324663736094e-02	2.0175635623571006e-03	9.4957611013789939e-03	7.4781975800767830e-01	2.8601974207340752e-01	4.6180001593427078e-01	-8.7890136930431628e-02	-3.7390987695109464e-03	5.7566702927002498e-05	-5.6517327824708305e-10	5.7566420340363371e-05	-5.7566985513641625e-05
622                     	1.1510347967251894e-02	2.0161560714524844e-03	9.4941918957994094e-03	7.4780358654602075e-01	2.8602207966585186e-01	4.6178150688016895e-01	-8.7879713607158530e-02	-3.7390179121734621e-03	5.7551819599347922e-05	-5.6587948115346953e-10	5.7551536659607343e-05	-5.7552102539088501e-05
623                     	1.1513153683561841e-02	2.0175134966240113e-03	9.4956401869378277e-03	7.4781267314716970e-01	2.8601669986855532e-01	4.6179597327861438e-01	-8.7889636705029570e-02	-3.7390633451569086e-03	5.7565848182816878e-05	-5.6678869328831489e-10	5.7565564788470233e-05	-5.7566131577163523e-05
624                     	1.1509427024675320e-02	2.0157441778034246e-03	9.4936828468718971e-03	7.4779387102843919e-01	2.8601902874648033e-01	4.6177484228195892e-01	-8.7877906767739281e-02	-3.7389693345342358e-03	5.7547215042185986e-05	-5.6749015619088566e-10	5.7546931297107893e-05	-5.7547498787264085e-05
625                     	1.1513004773679902e-02	2.0174527413495754e-03	9.4955520323303268e-03	7.4780993322409084e-01	2.8601557403312361e-01	4.6179435919096729e-01	-8.7889392578921852e-02	-3.7390496454903759e-03	5.7565103788227113e-05	-5.6839494379688415e-10	5.7564819590755215e-05	-5.7565387985699011e-05
626                     	1.1509935298138017e-02	2.0160002792523426e-03	9.4939350188856728e-03	7.4779347809511554e-01	2.8601778356484953e-01	4.6177569453026596e-01	-8.7878955482708229e-02	-3.7389673698166653e-03	5.7549756563577487e-05	-5.6909176610333202e-10	5.7549472017694435e-05	-5.7550041109460538e-05
627                     	1.1512653241191740e-02	2.0173144196129456e-03	9.4953388215787936e-03	7.4780244433276022e-01	2.8601235385591345e-01	4.6179009047684672e-01	-8.7888868310466606e-02	-3.7390122009829242e-03	5.7563346279106901e-05	-5.6999158533771442e-10	5.7563061283314230e-05	-5.7563631274899573e-05
628                     	1.1508841987373035e-02	2.0155034304752887e-03	9.4933385568977454e-03	7.4778351678415467e-01	2.8601457823211679e-01	4.6176893855203793e-01	-8.7877180159960586e-02	-3.7389175632112285e-03	5.7544290162121445e-05	-5.7068372405626135e-10	5.7544004820259416e-05	-5.7544575503983475e-05
629                     	1.1512353202049179e-02	2.0171789306135794e-03	9.4951742714355983e-03	7.4779953822846512e-01	2.8601103985200671e-01	4.6178849837645841e-01	-8.7888729262225823e-02	-3.7389976704110097e-03	5.7561846234872960e-05	-5.7157914841113550e-10	5.7561560445298758e-05	-5.7562132024447177e-05
630                     	1.1509199379843580e-02	2.0156849572146042e-03	9.4935144226289750e-03	7.4778295069339873e-01	2.8601318763303019e-01	4.6176976306036854e-01	-8.7878287713669165e-02	-3.7389147327071856e-03	5.7546077275220959e-05	-5.7226669662205599e-10	5.7545791141872648e-05	-5.7546363408569270e-05
631                     	1.1511809840534921e-02	2.0169461233310367e-03	9.4948637172038840e-03	7.4779176354357091e-01	2.8600769925742381e-01	4.6178406428614704e-01	-8.7888182514361576e-02	-3.7389587969364237e-03	5.7559129577303805e-05	-5.7315720415559177e-10	5.7558842998701722e-05	-5.7559416155905887e-05
632                     	1.1507890137992969e-02	2.0150820487817513e-03	9.4928080892112167e-03	7.4777260820489777e-01	2.8600975454419841e-01	4.6176285366069930e-01	-8.7876549558250458e-02	-3.7388630202147334e-03	5.7539531215027281e-05	-5.7384009349811615e-10	5.7539244294980532e-05	-5.7539818135074037e-05
633                     	1.1511338214397218e-02	2.0167263855612391e-03	9.4946118288359790e-03	7.4778854849371090e-01	2.8600614882611874e-01	4.6178239966759216e-01	-8.7888125420736748e-02	-3.7389427216373695e-03	5.7556771594793988e-05	-5.7472626205833062e-10	5.7556484231662962e-05	-5.7557058957925013e-05
634                     	1.1508091065412444e-02	2.0151863440078755e-03	9.4929047214045680e-03	7.4777184191153767e-01	2.8600821825318590e-01	4.6176362365835177e-01	-8.7877702702582938e-02	-3.7388591886983462e-03	5.7540535999591338e-05	-5.7540461450866131e-10	5.7540248297284082e-05	-5.7540823701898594e-05
635                     	1.1510643704434458e-02	2.0164174233186036e-03	9.4942262811158543e-03	7.4778088995584790e-01	2.8600295267795295e-01	4.6177793727789501e-01	-8.7887492299971018e-02	-3.7389044288986253e-03	5.7553299191718908e-05	-5.7628597609332126e-10	5.7553011048730855e-05	-5.7553587334706955e-05
636                     	1.1506588458237665e-02	2.0144877233609216e-03	9.4921007348767426e-03	7.4776130533330354e-01	2.8600472613030520e-01	4.6175657920299834e-01	-8.7875926536346571e-02	-3.7388065057579111e-03	5.7533023109517561e-05	-5.7695966324090819e-10	5.7532734629685945e-05	-5.7533311589349184e-05
637                     	1.1509984966244658e-02	2.0161057082907995e-03	9.4938792579538581e-03	7.4777735915224453e-01	2.8600106742447318e-01	4.6177629172777129e-01	-8.7887612151649058e-02	-3.7388867748315291e-03	5.7550005645701140e-05	-5.7783664855158628e-10	5.7549716727376864e-05	-5.7550294564025416e-05
638                     	1.1506646903906325e-02	2.0145212641261186e-03	9.4921256397802068e-03	7.4776044175691225e-01	2.8600297036803118e-01	4.6175747138888112e-01	-8.7877250510424956e-02	-3.7388021878270441e-03	5.7533315482092083e-05	-5.7850589477417785e-10	5.7533026229144690e-05	-5.7533604735039476e-05
639                     	1.1509116656163734e-02	2.0157111459204831e-03	9.4934055102432521e-03	7.4776944062796724e-01	2.8599768910010337e-01	4.6177175152786387e-01	-8.7887031213880223e-02	-3.7388471821613845e-03	5.7545664238811570e-05	-5.7937813622421912e-10	5.7545374549743453e-05	-5.7545953927879686e-05
640                     	1.1504989711963183e-02	2.0137455551883939e-03	9.4912441567747904e-03	7.4774986435986290e-01	2.8599943302451042e-01	4.6175043133535248e-01	-8.7875499155421033e-02	-3.7387493007931981e-03	5.7525029664963834e-05	-5.8004279539693713e-10	5.7524739643566135e-05	-5.7525319686361526e-05
641                     	1.1508320371850390e-02	2.0153311519069015e-03	9.4929892199434891e-03	7.4776581100903128e-01	2.8599570001971764e-01	4.6177011098931370e-01	-8.7887205484798017e-02	-3.7388290340182933e-03	5.7541682958971715e-05	-5.8091070702081542e-10	5.7541392503618200e-05	-5.7541973414325229e-05
642                     	1.1504891835517639e-02	2.0137018459556017e-03	9.4911899895620370e-03	7.4774881857151443e-01	2.8599756541552923e-01	4.6175125315598520e-01	-8.7876843870227997e-02	-3.7387440718032179e-03	5.7524540423779742e-05	-5.8157094783315704e-10	5.7524249638305823e-05	-5.7524831209253662e-05
643                     	1.1507292549893390e-02	2.0148570395039514e-03	9.4924355103894395e-03	7.4775785130354178e-01	2.8599227995971638e-01	4.6176557134382540e-01	-8.7886645692054538e-02	-3.7387892354427440e-03	5.7536543989530165e-05	-5.8243416890171052e-10	5.7536252772445715e-05	-5.7536835206614616e-05
644                     	1.1503080353839415e-02	2.0128490900633675e-03	9.4902312637760479e-03	7.4773822159172276e-01	2.8599393842323129e-01	4.6174428316849148e-01	-8.7875172372630095e-02	-3.7386910868563404e-03	5.7515483154812431e-05	-5.8308987841467143e-10	5.7515191609873226e-05	-5.7515774699751636e-05
645                     	1.1506359738203020e-02	2.0144077822806692e-03	9.4919519559223519e-03	7.4775442158871064e-01	2.8599027659610970e-01	4.6176414499260093e-01	-8.7886934198245600e-02	-3.7387720868208413e-03	5.7531880069652545e-05	-5.8394882238795654e-10	5.7531588095241344e-05	-5.7532172044063733e-05
646                     	1.1502852500400080e-02	2.0127401556339244e-03	9.4901123447661551e-03	7.4773722314319691e-01	2.8599208061994197e-01	4.6174514252325488e-01	-8.7876530951656470e-02	-3.7386860945661151e-03	5.7514344025525724e-05	-5.8460015183866976e-10	5.7514051725449802e-05	-5.7514636325601645e-05
647                     	1.1505188118207561e-02	2.0138628258975486e-03	9.4913252923100114e-03	7.4774625087527746e-01	2.8598677270234213e-01	4.6175947817293539e-01	-8.7886352735296644e-02	-3.7387312332062316e-03	5.7526022106885920e-05	-5.8545443747349646e-10	5.7525729379667180e-05	-5.7526314834104646e-05
648                     	1.1500902254878816e-02	2.0118181080440540e-03	9.4890841468347614e-03	7.4772660811849923e-01	2.8598837958628021e-01	4.6173822853221902e-01	-8.7874924472969421e-02	-3.7386330193953537e-03	5.7504592934220661e-05	-5.8610129294315518e-10	5.7504299883574187e-05	-5.7504885984867134e-05
649                     	1.1504137722390718e-02	2.0133536468655189e-03	9.4907840755251993e-03	7.4774304710941752e-01	2.8598478500925850e-01	4.6175826210015902e-01	-8.7886738545450260e-02	-3.7387152143298400e-03	5.7520770263271858e-05	-5.8695136310381656e-10	5.7520476787590303e-05	-5.7521063738953413e-05
650                     	1.1500560063078896e-02	2.0116513425533665e-03	9.4889087205255306e-03	7.4772574204603093e-01	2.8598657698768087e-01	4.6173916505835011e-01	-8.7876294035334646e-02	-3.7386286889860821e-03	5.7502882110043904e-05	-5.8759387837399334e-10	5.7502588313104714e-05	-5.7503175906983093e-05
651                     	1.1502829502403805e-02	2.0127411270837847e-03	9.4900883753200188e-03	7.4773472907643013e-01	2.8598123514028156e-01	4.6175349393614856e-01	-8.7886129397933527e-02	-3.7386736241181175e-03	5.7514229297473890e-05	-5.8843931050559607e-10	5.7513935077818632e-05	-5.7514523517129135e-05
652                     	1.1498495856570696e-02	2.0106719759698023e-03	9.4878238806008937e-03	7.4771519472125103e-01	2.8598285182217520e-01	4.6173234289907589e-01	-8.7874745538450358e-02	-3.7385759523155455e-03	5.7492561210732445e-05	-5.8907742229860752e-10	5.7492266672021296e-05	-5.7492855749443595e-05
653                     	1.1501707601697643e-02	2.0121949796710189e-03	9.4895126220266249e-03	7.4773176849765755e-01	2.8597932633561540e-01	4.6175244216204214e-01	-8.7886557913213342e-02	-3.7386588211778030e-03	5.7508619926353265e-05	-5.8991870698186207e-10	5.7508324966999774e-05	-5.7508914885706756e-05
654                     	1.1498035745265730e-02	2.0104462516861940e-03	9.4875894935795360e-03	7.4771432845673580e-01	2.8598105915230998e-01	4.6173326930442588e-01	-8.7876105076057962e-02	-3.7385716209466708e-03	5.7490260785982104e-05	-5.9055247997420549e-10	5.7489965509742121e-05	-5.7490556062222099e-05
655                     	1.1500260709109051e-02	2.0115132411535359e-03	9.4887474679555169e-03	7.4772342695152483e-01	2.8597577131430912e-01	4.6174765563721565e-01	-8.7885942161453290e-02	-3.7386171134009901e-03	5.7501385594514127e-05	-5.9138916566970638e-10	5.7501089899931294e-05	-5.7501681289096973e-05
656                     	1.1495881850154727e-02	2.0094207575586070e-03	9.4864610925961199e-03	7.4770403778034888e-01	2.8597740863328452e-01	4.6172662914706430e-01	-8.7874610256889918e-02	-3.7385201675187566e-03	5.7479491440636161e-05	-5.9201861467277585e-10	5.7479195431328831e-05	-5.7479787449943491e-05
657                     	1.1499064127769527e-02	2.0109280792615109e-03	9.4881360485080165e-03	7.4772080120513962e-01	2.8597393494773438e-01	4.6174686625740519e-01	-8.7886465654835419e-02	-3.7386039846232532e-03	5.7495402817209836e-05	-5.9285119686212648e-10	5.7495106391611400e-05	-5.7495699242808259e-05
658                     	1.1495347938782922e-02	2.0091570644502816e-03	9.4861908743326413e-03	7.4770338527396374e-01	2.8597571213126799e-01	4.6172767314269580e-01	-8.7875980505713894e-02	-3.7385169049411796e-03	5.7476822012551793e-05	-5.9347634518894900e-10	5.7476525274379199e-05	-5.7477118750724388e-05
659                     	1.1497529097228034e-02	2.0102016505577783e-03	9.4873274466702566e-03	7.4771258390084283e-01	2.8597047705634787e-01	4.6174210684449501e-01	-8.7885814894073599e-02	-3.7385628980562387e-03	5.7487727792616755e-05	-5.9430437282194096e-10	5.7487430640430346e-05	-5.7488024944803170e-05
660                     	1.1493096119952750e-02	2.0080818268870572e-03	9.4850142930656932e-03	7.4769325091266503e-01	2.8597211307503101e-01	4.6172113783763408e-01	-8.7874512381301520e-02	-3.7384662330893180e-03	5.7465563045625578e-05	-5.9492524044354833e-10	5.7465265583005355e-05	-5.7465860508245801e-05
661                     	1.1496274410744245e-02	2.0095860397635920e-03	9.4866883709806525e-03	7.4771023742033527e-01	2.8596875629886248e-01	4.6174148112147279e-01	-8.7886362411305124e-02	-3.7385511656085300e-03	5.7481454486623067e-05	-5.9574921696071765e-10	5.7481156612014590e-05	-5.7481752361231543e-05
662                     	1.1492496399030414e-02	2.0077843619000419e-03	9.4847120371303727e-03	7.4769277182683802e-01	2.8597055292951640e-01	4.6172221889732162e-01	-8.7875832983902641e-02	-3.7384638376151652e-03	5.7462564566832994e-05	-5.9636581549381891e-10	5.7462266383925253e-05	-5.7462862749740748e-05
663                     	1.1494655463576144e-02	2.0088169724969984e-03	9.4858384910791460e-03	7.4770215616582314e-01	2.8596538324222293e-01	4.6173677292360021e-01	-8.7885694840688630e-02	-3.7385107592910736e-03	5.7473359875949811e-05	-5.9718527594346011e-10	5.7473061283311837e-05	-5.7473658468587785e-05
664                     	1.1490190511500565e-02	2.0066803113418597e-03	9.4835102001587061e-03	7.4768299319443798e-01	2.8596704511366600e-01	4.6171594808077199e-01	-8.7874451483553009e-02	-3.7384149444084232e-03	5.7451035253464735e-05	-5.9779765849782115e-10	5.7450736354635484e-05	-5.7451334152293986e-05
665                     	1.1493373115684165e-02	2.0081849178877971e-03	9.4851881977963681e-03	7.4770033230737731e-01	2.8596383108022944e-01	4.6173650122714788e-01	-8.7886335073459207e-02	-3.7385016399542857e-03	5.7466948259982033e-05	-5.9861312083088701e-10	5.7466648953421615e-05	-5.7467247566542452e-05
666                     	1.1489559615069731e-02	2.0063655516222951e-03	9.4831940634474369e-03	7.4768285550415081e-01	2.8596564569544702e-01	4.6171720980870384e-01	-8.7875782056628410e-02	-3.7384142559125709e-03	5.7447880894215245e-05	-5.9922125886973312e-10	5.7447581283585807e-05	-5.7448180504844669e-05
667                     	1.1491695029605245e-02	2.0073856806866325e-03	9.4843093489186125e-03	7.4769237114857479e-01	2.8596055774181006e-01	4.6173181340676478e-01	-8.7885627832477387e-02	-3.7384618341159905e-03	5.7458557951854326e-05	-6.0003223643556758e-10	5.7458257935736115e-05	-5.7458857967972537e-05
668                     	1.1487205708730883e-02	2.0052360539149854e-03	9.4819696548158975e-03	7.4767336442054921e-01	2.8596229833381953e-01	4.6171106608672968e-01	-8.7874383876455048e-02	-3.7383668004504563e-03	5.7436111483911177e-05	-6.0063622431292480e-10	5.7435811165799022e-05	-5.7436411802023332e-05
669                     	1.1490402546436653e-02	2.0067466571292813e-03	9.4836558893073714e-03	7.4769092755197220e-01	2.8595920717853446e-01	4.6173172037343779e-01	-8.7886256597451654e-02	-3.7384546160890452e-03	5.7452095656619268e-05	-6.0144325401227332e-10	5.7451794934992265e-05	-5.7452396378246271e-05
670                     	1.1486525617934368e-02	2.0048959565823980e-03	9.4816296613519715e-03	7.4767337481617602e-01	2.8596103382106430e-01	4.6171234099511166e-01	-8.7875653587023678e-02	-3.7383668523847864e-03	5.7432711149963992e-05	-6.0204300632697965e-10	5.7432410128460830e-05	-5.7433012171467153e-05
671                     	1.1488665278236387e-02	2.0059168798329369e-03	9.4827483984034500e-03	7.4768315619994929e-01	2.8595607389404698e-01	4.6172708230590231e-01	-8.7885504205927653e-02	-3.7384157592852568e-03	5.7443409435024295e-05	-6.0284559369053821e-10	5.7443108012227457e-05	-5.7443710857821146e-05
672                     	1.1484191724982280e-02	2.0037734257006652e-03	9.4804182992816160e-03	7.4766449170601434e-01	2.8595793369081735e-01	4.6170655801519705e-01	-8.7874312162189869e-02	-3.7383224367904754e-03	5.7421041803739796e-05	-6.0344128499149263e-10	5.7420740083097293e-05	-5.7421343524382298e-05
673                     	1.1487404187703391e-02	2.0052906270055788e-03	9.4821135606978114e-03	7.4768229772078909e-01	2.8595496638037349e-01	4.6172733134041560e-01	-8.7886182480021058e-02	-3.7384114668461165e-03	5.7437104100121466e-05	-6.0423996190246599e-10	5.7436801980140510e-05	-5.7437406220102416e-05
674                     	1.1483494328272056e-02	2.0034233535755151e-03	9.4800709746965424e-03	7.4766476646866076e-01	2.8595680233327142e-01	4.6170796413538934e-01	-8.7875580901058986e-02	-3.7383238105605132e-03	5.7417554937388565e-05	-6.0483142052820971e-10	5.7417252521678301e-05	-5.7417857353098830e-05
675                     	1.1485641946293524e-02	2.0044470173057136e-03	9.4811949289878104e-03	7.4767479552839033e-01	2.8595198480774603e-01	4.6172281072064431e-01	-8.7885412956449152e-02	-3.7383739558410484e-03	5.7428293009660039e-05	-6.0562570473962350e-10	5.7427990196807677e-05	-5.7428595822512401e-05
676                     	1.1481182839845304e-02	2.0023093227071681e-03	9.4788735171381349e-03	7.4765642380823882e-01	2.8595400394610199e-01	4.6170241986213689e-01	-8.7874207958017439e-02	-3.7382820972154834e-03	5.7405997610981376e-05	-6.0621318224187444e-10	5.7405694504390260e-05	-5.7406300717572492e-05
677                     	1.1484427339216776e-02	2.0038417087130302e-03	9.4805856305037461e-03	7.4767439654779877e-01	2.8595114428487955e-01	4.6172325226291921e-01	-8.7886053989019844e-02	-3.7383719608953580e-03	5.7422220089234320e-05	-6.0700359226233292e-10	5.7421916587438183e-05	-5.7422523591030443e-05
678                     	1.1480490010332632e-02	2.0019599906424350e-03	9.4785300196901963e-03	7.4765700727843820e-01	2.8595307508480922e-01	4.6170393219362893e-01	-8.7875428554409829e-02	-3.7382850145238808e-03	5.7402533577824154e-05	-6.0758684900415043e-10	5.7402229784399648e-05	-5.7402837371248652e-05
679                     	1.1482650364693408e-02	2.0029888921479491e-03	9.4796614725454580e-03	7.4766726241697445e-01	2.8594838106308296e-01	4.6171888135389150e-01	-8.7885250145404298e-02	-3.7383362901987544e-03	5.7413335330423071e-05	-6.0837290999054096e-10	5.7413031143968075e-05	-5.7413639516878067e-05
680                     	1.1478230408145253e-02	2.0008689605591455e-03	9.4773614475861072e-03	7.4764925308482277e-01	2.8595056179544448e-01	4.6169869128937829e-01	-8.7874064746966879e-02	-3.7382462435134813e-03	5.7391235679840179e-05	-6.0895226023105139e-10	5.7390931203710066e-05	-5.7391540155970293e-05
681                     	1.1481476555346681e-02	2.0024018276520936e-03	9.4790747276945874e-03	7.4766729438990265e-01	2.8594771965350207e-01	4.6171957473640057e-01	-8.7885927541449263e-02	-3.7383364500212469e-03	5.7407466395880712e-05	-6.0973447460302176e-10	5.7407161528643415e-05	-5.7407771263118015e-05
682                     	1.1477558085662601e-02	2.0005281810095503e-03	9.4770299046530500e-03	7.4765017675487844e-01	2.8594977766603030e-01	4.6170039908884808e-01	-8.7875310711408847e-02	-3.7382508618217501e-03	5.7387874179072755e-05	-6.1030962803285960e-10	5.7387569024258740e-05	-5.7388179333886771e-05
683                     	1.1479745943182598e-02	2.0015695072964686e-03	9.4781764358861306e-03	7.4766069725299911e-01	2.8594525825129369e-01	4.6171543900170542e-01	-8.7885090375205865e-02	-3.7383034642948306e-03	5.7398813446117426e-05	-6.1108755623393993e-10	5.7398507902339308e-05	-5.7399118989895543e-05
684                     	1.1475375940240354e-02	1.9994725983584214e-03	9.4759033418819333e-03	7.4764307875122926e-01	2.8594768475296217e-01	4.6169539399826709e-01	-8.7873854622652431e-02	-3.7382153717617555e-03	5.7376963562179591e-05	-6.1165886735321246e-10	5.7376657732745914e-05	-5.7377269391613268e-05
685                     	1.1478616720838195e-02	2.0010022274753636e-03	9.4776144933628320e-03	7.4766123099109594e-01	2.8594487703417376e-01	4.6171635395692212e-01	-8.7885738461374166e-02	-3.7383061329437344e-03	5.7393167443858201e-05	-6.1243295549169183e-10	5.7392861227380456e-05	-5.7393473660335954e-05
686                     	1.1474731262605377e-02	1.9991435476664232e-03	9.4755877149389559e-03	7.4764442113441787e-01	2.8594710248100913e-01	4.6169731865340874e-01	-8.7875108086199791e-02	-3.7382220836362657e-03	5.7373740282921451e-05	-6.1300009997938075e-10	5.7373433782871461e-05	-5.7374046782971448e-05
687                     	1.1476957798475344e-02	2.0002032580007838e-03	9.4767545404745614e-03	7.4765513265798977e-01	2.8594272128802062e-01	4.6171241136996910e-01	-8.7884845040974241e-02	-3.7382756412368888e-03	5.7384872940380447e-05	-6.1376998105927235e-10	5.7384566055389917e-05	-5.7385179825370977e-05
688                     	1.1472652262055277e-02	1.9981369244876940e-03	9.4745153375675809e-03	7.4763784572338687e-01	2.8594536206109444e-01	4.6169248366229243e-01	-8.7873560800598993e-02	-3.7381892065399438e-03	5.7363345387688481e-05	-6.1433333280485017e-10	5.7363038221022077e-05	-5.7363652554354885e-05
689                     	1.1475914122654262e-02	1.9996774740789819e-03	9.4762366485752810e-03	7.4765592186844165e-01	2.8594254930181917e-01	4.6171337256662248e-01	-8.7885411632401683e-02	-3.7382795872481496e-03	5.7379654668042996e-05	-6.1509938462949415e-10	5.7379347118350686e-05	-5.7379962217735307e-05
690                     	1.1472069743943093e-02	1.9978376383335095e-03	9.4742321056095827e-03	7.4763945115118025e-01	2.8594488284677738e-01	4.6169456830440286e-01	-8.7874842728812755e-02	-3.7381972336380368e-03	5.7360432903352820e-05	-6.1565859030156415e-10	5.7360125074057671e-05	-5.7360740732647969e-05
691                     	1.1474337597058102e-02	1.9989163501433712e-03	9.4754212469147295e-03	7.4765049410409790e-01	2.8594070593816617e-01	4.6170978816593178e-01	-8.7884541113882816e-02	-3.7382524483856793e-03	5.7371772145722297e-05	-6.1642050269880970e-10	5.7371463935470949e-05	-5.7372080355973644e-05
692                     	1.1470079839559815e-02	1.9968723114581152e-03	9.4732075281016986e-03	7.4763352609605094e-01	2.8594358753638255e-01	4.6168993855966839e-01	-8.7873175511642906e-02	-3.7381676083217924e-03	5.7350483486289570e-05	-6.1697596054140302e-10	5.7350174998309299e-05	-5.7350791974269841e-05
693                     	1.1473357393417620e-02	1.9984226478713886e-03	9.4749347455462315e-03	7.4765121420253611e-01	2.8594067795968320e-01	4.6171053624285296e-01	-8.7884929141584897e-02	-3.7382560488374212e-03	5.7366871231631238e-05	-6.1773406156262461e-10	5.7366562364600463e-05	-5.7367180098662019e-05
694                     	1.1469565441501624e-02	1.9966055693436810e-03	9.4729598721579444e-03	7.4763543472117988e-01	2.8594326724182523e-01	4.6169216747935471e-01	-8.7874450118764769e-02	-3.7381771514071313e-03	5.7347911599563222e-05	-6.1828543531008093e-10	5.7347602456845565e-05	-5.7348220742280880e-05
695                     	1.1471903121499278e-02	1.9977173266495707e-03	9.4741857948497064e-03	7.4764685126310304e-01	2.8593927252996881e-01	4.6170757873313417e-01	-8.7884153101582679e-02	-3.7382342341000683e-03	5.7359599975050481e-05	-6.1903946741740728e-10	5.7359290455316771e-05	-5.7359909494784183e-05
